dataAreaId,PurchaseOrderNumber,FiscalDocumentOperationTypeId,ExpectedStoreAvailableSalesDate,VendorInvoiceDeclarationId,DeliveryModeId,InvoiceAddressStreet,OrderVendorAccountNumber,Email,TransportationModeId,IsChangeManagementActive,AccountingDistributionTemplateName,DeliveryAddressDescription,VendorTransactionSettlementType,DeliveryCityInKana,DeliveryStreetInKana,ReasonComment,NumberSequenceGroupId,TransportationTemplateId,AccountingDate,CashDiscountPercentage,PurchaseOrderName,RequestedDeliveryDate,DeliveryAddressCountryRegionId,DeliveryAddressLatitude,MultilineDiscountVendorGroupCode,DeliveryAddressCity,ConfirmedDeliveryDate,PurchaseRebateVendorGroupId,InvoiceAddressCounty,ChargeVendorGroupId,RequesterPersonnelNumber,ProjectId,ShippingCarrierId,TotalDiscountPercentage,DeliveryAddressDistrictName,PriceVendorGroupCode,PurchaseOrderHeaderCreationMethod,DeliveryAddressCountyId,DeliveryAddressZipCode,IsConsolidatedInvoiceTarget,ConfirmingPurchaseOrderCode,LanguageId,ReasonCode,DeliveryAddressDunsNumber,DeliveryTermsId,BankDocumentType,ExpectedStoreReceiptDate,DeliveryAddressName,InvoiceAddressCountryRegionId,ReplenishmentServiceCategoryId,PurchaseOrderPoolId,DeliveryAddressStreetNumber,RequestedShipDate,ExpectedCrossDockingDate,InvoiceAddressStreetNumber,IsDeliveryAddressPrivate,TaxExemptNumber,FormattedInvoiceAddress,BuyerGroupId,DeliveryAddressCountryRegionISOCode,CashDiscountCode,PaymentScheduleName,IntrastatTransactionCode,URL,CurrencyCode,ConfirmingPurchaseOrderCodeLanguageId,InvoiceType,ArePricesIncludingSalesTax,DeliveryAddressLocationId,GSTSelfBilledInvoiceApprovalNumber,IsDeliveredDirectly,ConfirmedShipDate,ShipCalendarId,IntrastatStatisticsProcedureCode,InvoiceVendorAccountNumber,OverrideSalesTax,DeliveryAddressStreet,VendorOrderReference,ReplenishmentWarehouseId,FixedDueDate,TransportationDocumentLineId,SalesTaxGroupCode,IsDeliveryAddressOrderSpecific,VendorPostingProfileId,VendorPaymentMethodSpecificationName,InvoiceAddressCity,ShippingCarrierServiceGroupId,ContactPersonId,DefaultReceivingWarehouseId,EUSalesListCode,ImportDeclarationNumber,PurchaseOrderStatus,PaymentTermsName,DeliveryAddressLongitude,DocumentApprovalStatus,InvoiceAddressZipCode,ShippingCarrierServiceId,DefaultLedgerDimensionDisplayValue,DeliveryAddressTimeZone,AttentionInformation,DeliveryAddressStateId,DeliveryBuildingCompliment,IntrastatTransportModeCode,DeliveryAddressPostBox,IsOneTimeVendor,IntrastatPortId,FinTagDisplayValue,OrdererPersonnelNumber,VendorPaymentMethodName,InvoiceAddressState,DefaultReceivingSiteId,LineDiscountVendorGroupCode,TransportationRoutePlanId,ZakatContractNumber,FormattedDeliveryAddress,TotalDiscountVendorGroupCode,TradeEndCustomerAccount
usmf,000003,,1900-01-01T12:00:00Z,,40,,CN-001,,,No,,Site 1,None,,,,,,2016-08-15T12:00:00Z,0.0,Contoso Asia,2016-10-29T12:00:00Z,USA,0.0,,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Intl,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,,USD,,Invoice,No,000001098,,No,1900-01-01T12:00:00Z,,,CN-001,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,EXMPT FOR,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,001--,,,WA,,,,No,,,,ELECTRONIC,,1,,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",,
usmf,000004,,1900-01-01T12:00:00Z,,10,,US-101,fabrikam.electronics@vendor14.consolidatedmessenger.com,,No,,Site 1,None,,,,,,2016-08-15T12:00:00Z,0.0,Fabrikam Electronics,2016-08-20T12:00:00Z,USA,0.0,03,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Intl,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,10,US,,,,,USD,,Invoice,No,000001098,,No,1900-01-01T12:00:00Z,,,US-101,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,No-Tax,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,001--,,,WA,,,,No,,,,,,1,02,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",02,
usmf,000005,,1900-01-01T12:00:00Z,,40,,CN-001,,,No,,Site 1,None,,,,,,2016-10-01T12:00:00Z,0.0,Contoso Asia,2016-11-13T12:00:00Z,USA,0.0,,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Intl,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,,USD,,Invoice,No,000001098,,No,1900-01-01T12:00:00Z,,,CN-001,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,EXMPT FOR,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,001--,,,WA,,,,No,,,,ELECTRONIC,,1,,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",,
usmf,000006,,1900-01-01T12:00:00Z,,40,,CN-001,,,No,,Site 1,None,,,,,,2016-10-29T12:00:00Z,0.0,Contoso Asia,2016-12-10T12:00:00Z,USA,0.0,,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Intl,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,,USD,,Invoice,No,000001098,,No,1900-01-01T12:00:00Z,,,CN-001,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,EXMPT FOR,No,GEN,,,,,,IncludeNot,,Received,Net30,0.0,Confirmed,,,001--,,,WA,,,,No,,,000042,ELECTRONIC,,1,,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",,
usmf,000007,,1900-01-01T12:00:00Z,,,,JP-001,,,No,,Contoso Entertainment System USA,None,,,,,,2016-11-15T12:00:00Z,0.0,Contoso Chemicals Japan,2016-11-26T12:00:00Z,USA,0.0,,Redmond,1900-01-01T12:00:00Z,,,,,,,0,,Intl,Purchase,,98052,No,,en-us,,,,None,1900-01-01T12:00:00Z,Contoso Entertainment System USA,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,,USD,,Invoice,No,000000034,,No,1900-01-01T12:00:00Z,,,JP-001,No,"123 Coffee Street
Suite 300",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,EXMPT FOR,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,001--,,,WA,,,,No,,,000042,,,,,,,"123 Coffee Street
Suite 300
Redmond, WA 98052 
USA",,
usmf,000008,,1900-01-01T12:00:00Z,,10,,US-102,,,No,,Site 1,None,,,,,,2016-11-15T12:00:00Z,2.0,Tailspin Parts,2016-11-20T12:00:00Z,USA,0.0,03,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Domestic,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,10,US,2%D30,,,,USD,,Invoice,No,000001098,,No,1900-01-01T12:00:00Z,,,US-102,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,IL,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,001--,,,WA,,,,No,,,000042,CHECK,,1,03,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",03,
usmf,000009,,1900-01-01T12:00:00Z,,40,,CN-001,,,No,,Site 1,None,,,,,,2016-11-15T12:00:00Z,0.0,Contoso Asia,2016-11-26T12:00:00Z,USA,0.0,,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Intl,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,,USD,,Invoice,No,000001098,,No,1900-01-01T12:00:00Z,,,CN-001,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,EXMPT FOR,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,001--,,,WA,,,,No,,,000042,ELECTRONIC,,1,,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",,
usmf,000010,,1900-01-01T12:00:00Z,,10,,US-101,fabrikam.electronics@vendor14.consolidatedmessenger.com,,No,,Site 1,None,,,,,,2016-11-15T12:00:00Z,0.0,Fabrikam Electronics,2016-11-19T12:00:00Z,USA,0.0,03,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Intl,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,10,US,,,,,USD,,Invoice,No,000001098,,No,1900-01-01T12:00:00Z,,,US-101,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,No-Tax,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,001--,,,WA,,,,No,,,000042,,,1,02,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",02,
usmf,000011,,1900-01-01T12:00:00Z,,10,,US-104,,,No,,Site 1,None,,,,,,2016-11-15T12:00:00Z,0.0,Fabrikam Supplier,2016-11-19T12:00:00Z,USA,0.0,01,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Domestic,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,,USD,,Invoice,Yes,000001098,,No,1900-01-01T12:00:00Z,,,US-104,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,No-Tax,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,002--,,,WA,,,,No,,,000042,CHECK,,1,01,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",03,
usmf,000012,,1900-01-01T12:00:00Z,,10,,US-105,,,No,,Site 1,None,,,,,,2016-11-15T12:00:00Z,0.0,Datum Receivers,2016-11-20T12:00:00Z,USA,0.0,01,Galvin,1900-01-01T12:00:00Z,,,,,,,0,,Domestic,Purchase,ASOTIN,98544,No,,en-us,,,FOB,None,1900-01-01T12:00:00Z,Site 1,,,01,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,10,US,,,,,USD,,Invoice,No,000001098,,No,1900-01-01T12:00:00Z,,,US-105,No,"213 South Street, Gate 1",,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,No-Tax,No,GEN,,,,,,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,002--,,,WA,,,,No,,,000042,CHECK,,1,02,,,"213 South Street, Gate 1
Galvin, WA 98544 
USA",01,
usrt,000001,,1900-01-01T12:00:00Z,,,,1001,,,No,,Contoso Retail USA,None,,,,,,2015-01-01T12:00:00Z,0.0,A. Datum Corporation,2015-01-20T12:00:00Z,USA,0.0,,San Francisco,1900-01-01T12:00:00Z,,,,,,,0,,,Purchase,,94115,No,,en-us,,,,None,1900-01-01T12:00:00Z,Contoso Retail USA,,,,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,http://www.adatum.com/,USD,,Invoice,No,000000040,,No,1900-01-01T12:00:00Z,,,1001,No,989 Brodaway,,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,CA,No,GEN,,,,,ANNAPOL,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,,,,CA,,,,No,,,000040,Check,,EAST,,,,"989 Brodaway
San Francisco, CA 94115 
USA",,
usrt,000002,,1900-01-01T12:00:00Z,,,,1002,,,No,,Contoso Retail USA,None,,,,,,2015-01-01T12:00:00Z,0.0,Fabrikam,2015-01-20T12:00:00Z,USA,0.0,,San Francisco,1900-01-01T12:00:00Z,,,,,,,0,,,Purchase,,94115,No,,en-us,,,,None,1900-01-01T12:00:00Z,Contoso Retail USA,,,,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,http://www.fabrikam.com/,USD,,Invoice,No,000000040,,No,1900-01-01T12:00:00Z,,,1002,No,989 Brodaway,,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,IA,No,GEN,,,,,ANNAPOL,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,,,,CA,,,,No,,,000040,Check,,EAST,,,,"989 Brodaway
San Francisco, CA 94115 
USA",,
usrt,000003,,1900-01-01T12:00:00Z,,,,1003,,,No,,Contoso Retail USA,None,,,,,,2015-01-01T12:00:00Z,0.0,Litware,2015-01-20T12:00:00Z,USA,0.0,,San Francisco,1900-01-01T12:00:00Z,,,,,,,0,,,Purchase,,94115,No,,en-us,,,,None,1900-01-01T12:00:00Z,Contoso Retail USA,,,,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,http://www.litwareinc.com/,USD,,Invoice,No,000000040,,No,1900-01-01T12:00:00Z,,,1003,No,989 Brodaway,,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,ID,No,GEN,,,,,ANNAPOL,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,,,,CA,,,,No,,,000040,Check,,EAST,,,,"989 Brodaway
San Francisco, CA 94115 
USA",,
usrt,000004,,1900-01-01T12:00:00Z,,,,1004,,,No,,Contoso Retail USA,None,,,,,,2015-01-01T12:00:00Z,0.0,Northwind Traders,2015-01-20T12:00:00Z,USA,0.0,,San Francisco,1900-01-01T12:00:00Z,,,,,,,0,,,Purchase,,94115,No,,en-us,,,,None,1900-01-01T12:00:00Z,Contoso Retail USA,,,,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,http://www.northwindtraders.com/,USD,,Invoice,No,000000040,,No,1900-01-01T12:00:00Z,,,1004,No,989 Brodaway,,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,IL,No,GEN,,,,,ANNAPOL,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,,,,CA,,,,No,,,000040,Check,,EAST,,,,"989 Brodaway
San Francisco, CA 94115 
USA",,
usrt,000005,,1900-01-01T12:00:00Z,,,,1005,,,No,,Contoso Retail USA,None,,,,,,2015-01-01T12:00:00Z,0.0,Proseware,2015-01-20T12:00:00Z,USA,0.0,,San Francisco,1900-01-01T12:00:00Z,,,,,,,0,,,Purchase,,94115,No,,en-us,,,,None,1900-01-01T12:00:00Z,Contoso Retail USA,,,,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,http://www.proseware.com/,USD,,Invoice,No,000000040,,No,1900-01-01T12:00:00Z,,,1005,No,989 Brodaway,,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,MA,No,GEN,,,,,ANNAPOL,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,,,,CA,,,,No,,,000040,Check,,EAST,,,,"989 Brodaway
San Francisco, CA 94115 
USA",,
usrt,000006,,1900-01-01T12:00:00Z,,,,1006,,,No,,Contoso Retail USA,None,,,,,,2015-01-01T12:00:00Z,0.0,Southridge Video,2015-01-20T12:00:00Z,USA,0.0,,San Francisco,1900-01-01T12:00:00Z,,,,,,,0,,,Purchase,,94115,No,,en-us,,,,None,1900-01-01T12:00:00Z,Contoso Retail USA,,,,,1900-01-01T12:00:00Z,1900-01-01T12:00:00Z,,No,,,,US,,,,http://www.southridgevideo.com/,USD,,Invoice,No,000000040,,No,1900-01-01T12:00:00Z,,,1006,No,989 Brodaway,,,1900-01-01T12:00:00Z,00000000-0000-0000-0000-000000000000,,No,GEN,,,,,ANNAPOL,IncludeNot,,Invoiced,Net30,0.0,Confirmed,,,,,,CA,,,,No,,,000040,Check,,EAST,,,,"989 Brodaway
San Francisco, CA 94115 
USA",,
